File name;Alliance 2-Ball Trench.Question013;Alliance 3-Ball Trench.Question012;Auton High Goal.Question010;Auton Low Goal.Question011;Climb Position Middle .Question034;Climb Position Right.Question035;Climbed Position Left.Question033;Climbed.Question032;Crossed initiation line.Question009;Defense.Question037;Did Position Control.Question043;Did Rotation Control.Question042;High Goal Cycles.Question022;High Goal Cycles.Question023;High Goal Cycles.Question024;High Goal Cycles.Question025;High Goal Cycles.Question026;Load Cycles.Question017;Load Cycles.Question018;Load Cycles.Question019;Load Cycles.Question020;Load Cycles.Question021;Low Goal Cycles.Question027;Low Goal Cycles.Question028;Low Goal Cycles.Question029;Low Goal Cycles.Question030;Low Goal Cycles.Question031;Match#.Question001;Match#.Question002;Match#.Question003;Opponent 2-Ball Trench.Question016;Opponent 3-Ball Trench .Question015;Pick-Up.Question038;Played Defense.Question041;Position Control.Question040;Position.Question008;Rendezvous.Question014;Rotation Control.Question039;Speed.Question036;Team#.Question004;Team#.Question005;Team#.Question006;Team#.Question007
33;;;;;;;;0;1;1;;;;;;;;;;;;;;;01;;;0;0;6;;;2;;1;B3;;1;0;7;1;9;7
34;;1;3;;;;;0;1;1;;;;01;01;;;01|02;;;;;;;;;;0;0|7;;;;2;;1;R1;;1;2;3;6;4;1
35;;;;;;;;0;0;1;;;;;;;;;;01|02;;;;;;;01;0;0;7;;;1;;1;R2;;1;0;5;5;5;5
36;;;;;;;;0;1;1;;;;;;01;;;;;01;;;;;;;0;0;7;;;1;;1;R3;;1;1;5;8;4;3
37;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;0;0;7;;;0;;1;B1;;1;0;5;0;6;6
38;;;;;;;;0;1;1;;;;;01;;;;;;;;;;;;;0;0;7;;;1;;1;B2;;1;1;6;0;3;3
28;;;3;;;1;;1;1;1;;;;;;;;;01;;;;;;;;;0;0;6;;;2;;1;R1;1;1;2;0;7;7;2
39;;;;;;1;;1;1;1;;;;;;;;;;;;;;01|02;;;;0;0;7;;;0;;1;B3;;1;0;5;5;0;2
29;;;3;;;;;0;1;1;;;;;;01;01;;01;01|02;01|02;;;;;;;0;0;6;;;2;;1;R2;1;1;2;6;0;7;7
30;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;0;0;6;;;1;;1;R3;;1;1;6;1;9;0
31;;;;;;;;0;0;2;;;;;;;;;;;;;;;;;;0;0;6;;;0;1;1;B1;;1;1;0;9;1;0
32;;;;;1;;;1;1;1;;;;;;;01|02|03;;;;;;;;;;;0;0;6;;;1;;1;B2;;1;1;1;1;8;8
