File name;Alliance 2-Ball Trench.Question013;Alliance 3-Ball Trench.Question012;Auton High Goal.Question010;Auton Low Goal.Question011;Climb Position Middle .Question034;Climb Position Right.Question035;Climbed Position Left.Question033;Climbed.Question032;Crossed initiation line.Question009;Defense.Question037;Did Position Control.Question043;Did Rotation Control.Question042;High Goal Cycles.Question022;High Goal Cycles.Question023;High Goal Cycles.Question024;High Goal Cycles.Question025;High Goal Cycles.Question026;Load Cycles.Question017;Load Cycles.Question018;Load Cycles.Question019;Load Cycles.Question020;Load Cycles.Question021;Low Goal Cycles.Question027;Low Goal Cycles.Question028;Low Goal Cycles.Question029;Low Goal Cycles.Question030;Low Goal Cycles.Question031;Match#.Question001;Match#.Question002;Match#.Question003;Opponent 2-Ball Trench.Question016;Opponent 3-Ball Trench .Question015;Pick-Up.Question038;Played Defense.Question041;Position Control.Question040;Position.Question008;Rendezvous.Question014;Rotation Control.Question039;Speed.Question036;Team#.Question004;Team#.Question005;Team#.Question006;Team#.Question007
290;;;1;;;;;1;1;1;;;;;;01;01;;;;;;;;;;;0;4;9;;;1;;1;R3;;1;2;5;4;3;6
279;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;;0;4;8;;;1;;1;B1;;1;1;0;2;1;7
280;;;;;;1;;1;1;1;;;;;01;;;;;;;;;;01;01;;0;4;8;;;1;;1;B2;;1;2;4;8;2;7
281;;;;;;;;0;1;1;;;;;;;;;;;;;;;;;01;0;4;8;;;1;1;1;B3;;1;1;6;5;6;7
282;;;3;;;;;0;1;1;;;;;01|02;01;01;;;;;;;;;;;0;4;8;;;1;;1;R1;;1;1;0;7;7;2
283;;1;;;1;;;1;1;1;;;;;01;01|02|03;01;;;01;01|02|03;01|02;;;;;;0;4;8;;;2;;1;R2;;1;1;5;1;1;4
284;;;2;;;;;0;1;1;;;;;;;;;;01;01;01|02;;;;;;0;4;8;;;1;;1;R3;;1;2;6;0;3;3
285;;;;;;1;;1;1;1;;;;;;01|02;;;;;01|02|03;01;;;;;;0;4;9;;;2;;1;B1;1;1;2;6;0;7;7
286;;;;;;;;0;1;1;;;;;;;;;;01;;;;;;;;0;4;9;;;0;1;1;B2;;1;0;8;3;9;8
287;1;;;;;;1;1;1;2;;;;;;;;;;;;;;;01;;;0;4;9;;;1;1;1;B3;;1;1;7;7;6;2
288;;;1;;;;;0;1;1;;;;;;;;;;;;;;;;;;0;4;9;;;1;;1;R1;;1;1;5;8;4;3
289;;;;;;1;;1;1;1;;;;;01;;01;;01;01;;;;;01;;;0;4;9;;;0;;1;R2;;1;1;5;5;0;2
